sentence,category,score
"The court’s finding that there was sufficient degree of proximity giving rise to a duty on the part of the developers to avoid the loss sustained by the management corporation was not premised on foreseeability of damage alone, but on the consideration of other relevant facts.",UNCAT,0.962300479
Nor did the court accept Lord Wilberforce’s proposition that in any given situation a single general rule or principle can be applied to determine whether a duty of care arises.,AXIOM,0.913972914
It does not follow from the mere fact that the court in the course of their determination examined the facts by the two-stage process that the court in effect followed Anns. …,UNCAT,0.769237161
"56     As to what this “two-stage process” entailed, Thean JA continued at [31]:",UNCAT,0.999485731
"… Stripped of the verbiage, the crux of such approach [ie, the ‘two-stage process’] is no more than this: the court first examines and considers the facts and factors to determine whether there is sufficient degree of proximity in the relationship between the party who has sustained the loss and the party who is said to have caused the loss which would give rise to a duty of care on the part of the latter to avoid the kind of loss sustained by the former. …",UNCAT,0.893038511
"Next, having found such degree of proximity, the court next considers whether there is any material factor or policy which precludes such duty from arising. …",UNCAT,0.998711109
57     That the “two-stage process” was only applicable to cases of pure economic loss was confirmed in The Sunrise Crane [2004] 4 SLR(R) 715.,CONCLUSION,0.603262961
"In that case, the majority (at [31]–[37]) referred to Man B&W Diesel S E Asia Pte Ltd v PT Bumi International Tankers [2004] 2 SLR(R) 300 (“Man B&W Diesel”) and Ocean Front and held that the approach used in those cases (ie, the “two-stage process”) was limited to pure economic loss situations and thus was not applicable to The Sunrise Crane, which concerned physical damage.",UNCAT,0.262602448
The majority therefore applied the three-part test in Caparo ([23] supra) to the case at hand.,LEGAL_TEST,0.904786527
"However, the dissenting judge in The Sunrise Crane took the view that a uniform approach should be applied to all cases of negligence, with the salient features of each case being determinative of the existence and scope of duty.",CONCLUSION,0.745068789
"58     The result of the majority’s pronouncement in The Sunrise Crane, as Dr Kumaralingam Amirthalingam notes in “The Sunrise Crane – Shedding New Light or Casting Old Shadows on Duty of Care?” [",CONCLUSION,0.883956432
"2004] Sing JLS 551 at 555, is that in Singapore, the “two-stage process” in Ocean Front is to be applied in cases of pure economic loss, while the three-part test in Caparo is to be applied in all other situations (ie, cases of physical damage).",LEGAL_TEST,0.892305255
"59     Subsequently, in United Project Consultants Pte Ltd v Leong Kwok Onn [2005] 4 SLR(R) 214 (“United Project Consultants”) at [27], this court held that, in determining whether to impose a duty of care in cases of pure economic loss (which was the case in United Project Consultants), the courts have “consistently adopted a more restrictive approach” [emphasis added] and applied the “two-stage process” in Ocean Front.",UNCAT,0.368200779
"After endorsing Thean JA’s statement of the “two-stage process” in Eastern Lagoon (see [56] above), this court went on to state (at [35]) that:",UNCAT,0.412429571
"… In essence, before liability may be imposed upon a defendant for pure economic loss, a court must be satisfied that all the circumstances of the case give rise to a relationship whereby the defendant owes a duty to the plaintiff to avoid the particular loss suffered by the plaintiff.",UNCAT,0.939108551
"In doing so, the court must likewise be satisfied that there are no policy reasons why such a duty ought not to be imposed.",UNCAT,0.983084619
"However, it then expressly went on to clarify (at [36]) that the “restatement of the principle in [Eastern Lagoon] should not be construed as reverting to the two-stage test in [Anns]” [emphasis added].",LEGAL_TEST,0.746155381
"60     At first glance, the “two-stage process” is substantively similar to the two-stage test in Anns; indeed, it even involves the same elements as stated by Lord Wilberforce in Anns: see also Man B&W Diesel at [29]. On another view, however, the “two-stage process” is a “hybrid or composite test” in that it is not wholly “universal” in nature, since the court in Ocean Front pointed out that the facts of that case were similar to Junior Books ([52] supra) and Bryan v Maloney (1995) 69 ALJR 375, ostensibly using both these cases as precedents from which to advance the imposition of a duty of care in that case, a process not dissimilar to the incremental approach alluded to in Caparo: see Debbie Ong Siew Ling, “The Test of Duty for Defects in Property Causing Pure Economic Loss” [1999] Sing JLS 667 at 670–671.",LEGAL_TEST,0.465568423
"61     In our view, if one were to construe Lord Wilberforce’s words in Anns literally (see [33] above), such that there was no longer a need to draw analogies with decided cases, it would be true that the “two-step process” does constitute a “hybrid or composite” test.",LEGAL_TEST,0.850194633
"However, as we stated earlier (see [43] above), the common law methodology is essentially incremental in nature, drawing its conclusions from precedents, and this necessarily presupposes that even within the confines of a general principle, there remains the scope for the application of an analogising or incremental approach, and the two must not be viewed as being mutually exclusive.",AXIOM,0.638859928
"As such, it may be better to view this court’s characterisation in that case of the “two-stage process” as being wholly unrelated to Lord Wilberforce’s two-stage test in Anns and as a reflection of the reluctance of the local courts at that time to follow an English authority which had been discredited.",UNCAT,0.827039182
"It would therefore have been better had this court in Eastern Lagoon simply acknowledged that it was, in substance and effect, applying the two-stage test in Anns.",UNCAT,0.697253704
Three-part test for cases of physical damage,LEGAL_TEST,0.991452694
62     We turn now to the decisions applying the three-part test in Caparo.,LEGAL_TEST,0.541134834
"As we mentioned earlier, for cases not involving pure economic loss, it is the three-part test in Caparo which has also been endorsed in the Singapore context: see, for example, Ikumene Singapore Pte Ltd v Leong Chee Leng [1993] 2 SLR(R) 480 (“Ikumene”); Standard Chartered Bank v Coopers & Lybrand [1993] 3 SLR(R) 29; Pang Koi Fa v Lim Djoe Phing [1993] 2 SLR(R) 366; Mohd bin Sapri v Soil-Build (Pte) Ltd [1996] 2 SLR(R) 223; D v Kong Sim Guan [2003] 3 SLR(R) 146; TV Media Pte Ltd v De Cruz Andrea Heidi [2004] 3 SLR(R) 543; and The Sunrise Crane ([57] supra).",LEGAL_TEST,0.406038821
63     It is clear that the courts take the view that the three-part test in Caparo involves an incremental approach.,LEGAL_TEST,0.990395844
"In Ikumene, this court reiterated (at [18]) what Brennan J said in the Australian High Court in Sutherland ([36] supra) at 43–44 (see [36] above).",UNCAT,0.862342536
"However, for reasons we have mentioned earlier, our courts have not made clear the relationship between the three-part test in Caparo and the incremental approach.",LEGAL_TEST,0.893171728
We repeat our view that the application of a general principle does not exclude an incremental approach; the latter is a method by which the general principle is to be applied.,AXIOM,0.94742018
The universal and the particular interact to produce a result that is fair and just.,UNCAT,0.970869064
Overview of the problems,UNCAT,1
64     The search for the applicable test is not restricted to preferring one test over the other; a related question is whether there should be different tests to determine the existence of a duty of care for cases of pure economic loss and cases of physical damage.,LEGAL_TEST,0.812580705
"Why should there be two different tests, and what difference does it make, since the final result the courts wish to achieve is the same, viz, that which is fair and just between the parties without imposing an unacceptable economic cost to the public.",UNCAT,0.882569432
We now consider whether a different or modified approach should apply to determine the existence of a duty of care in cases of pure economic loss.,UNCAT,0.996712089
A different approach to determine duty of care in cases of pure economic loss?,UNCAT,0.997595847
Rationale for different approach,UNCAT,0.999999404
"65     As stated earlier (see [45] above), pure economic loss arising from acts or omissions is not recoverable in England, although losses arising from negligent misstatements are recoverable, provided that there exists a special relationship between the parties concerned.",UNCAT,0.881222785
"In Singapore, while pure economic loss is recoverable, the courts have advocated a more restricted approach in its recovery, to the extent of purporting to apply a different test (ie, the “two-stage process” in Ocean Front) to supposedly reflect this different treatment of such losses.",LEGAL_TEST,0.570535481
"66     A possible explanation for the courts’ adoption of a more restrictive approach could be the express reference made by this court in The Sunrise Crane to a passage from Clerk and Lindsell on Torts (Sweet & Maxwell, 18th Ed, 2000) which sets out a rationale for the difference between pure economic loss and losses associated with physical damage.",UNCAT,0.783035517
This passage is as follows (at para 7-85):,UNCAT,0.501044631
Three features distinguish economic loss claims from most physical damage claims.,UNCAT,0.976464033
"First, whilst the links between negligence and physical damage depend largely on the laws of nature and necessarily limit the type of relationship giving rise to a claim, those between negligence and pure economic loss are primarily human in creation and can form a complex web through which economic losses can ripple out from the one negligent act.",UNCAT,0.805109024
"Secondly, because the economic relationships are frequently created rather than imposed, the participants in the web have a greater opportunity to use contracts to determine the level of risk to be taken and the degree of protection from loss required. …",UNCAT,0.950739026
"Thirdly, as Hobhouse L.J. has observed, “in a competitive economic society the conduct of one person is always liable to have economic consequences for another and, in principle, economic activity does not have to have regard to the interests of others and is justifiable by the actor having regard to his own interests alone”.",UNCAT,0.799131513
"Furthermore, as McHugh J. has noted, “pure economic losses frequently result in mere transfers of wealth.",UNCAT,0.967559159
"The plaintiff’s loss is the defendant’s or a third party’s gain”, whereas “harm to a person or property ordinarily involves a new loss to social wealth.”",UNCAT,0.994131505
These features have led the courts to take a more restrictive approach to the imposition of a duty of care in relation to economic loss than in relation to physical damage.,UNCAT,0.900240541
Is a different approach justified?,UNCAT,0.99996984
"67     In relation to the reasons traditionally given as justification for a different approach, Robby Bernstein points out in Economic Loss (Sweet & Maxwell, 2nd Ed, 1998) (at p 21) that it is important to note that it is not anything inherent in the type of the damage itself that necessitates a different approach:",UNCAT,0.935913324
"Rather, it is the circumstances in which the economic loss has arisen which sound an alarm that something more is required to warrant the imposition of a duty of care on the defendant for the plaintiff’s loss than the mere fact that it was reasonably foreseeable that the defendant’s negligent act or omission would cause that loss to the plaintiff. [",UNCAT,0.693441689
emphasis added],UNCAT,1
"In the case of Leigh and Sillivan Ltd v Aliakmon Shipping Co Ltd [1985] QB 350, Oliver LJ (as he then was) recognised this point when he said (at 375):",CONCLUSION,0.8381868
"The premise appears to be that the reason why, in the older authorities, the plaintiff failed to recover damages was that the damage which he suffered was “economic” … Speaking for myself, I have not felt able to accept that premise, for as I read those cases it was not the “economic” quality of the damage which prevented recovery but the reason why that damage had occurred. [",UNCAT,0.906998992
emphasis added],UNCAT,1
"Similarly, he, as Lord Oliver in Murphy ([38] supra), reiterated this point (at 485):",CONCLUSION,0.985827208
"[I]t is far from clear from these decisions [ie, the various economic loss cases which he had just referred to] that the reason for the plaintiff’s failure was simply that the only loss sustained was “economic.”",UNCAT,0.985864103
"Rather they seem to have been based either upon the remoteness of the damage as a matter of direct causation or, more probably, upon the “floodgates” argument of the impossibility of containing liability within any acceptable bounds if the law were to permit such claims to succeed.",UNCAT,0.989617109
"68     Unfortunately, as Bernstein notes in Economic Loss (at p 21), the House of Lords in Murphy failed to realise that if the concerns articulated above do not in fact exist, then there is no need for the law to adopt an unduly restrictive approach towards the imposition of duties of care for all cases involving pure economic loss.",UNCAT,0.844088316
"To do so based only on the type of damages sustained (ie, economic loss as opposed to physical damage) would be to misunderstand the foundational principle upon which the restrictive principle towards cases of pure economic loss was conceptualised in the first place.",AXIOM,0.365207583
There will be cases of pure economic loss in which the concern of indeterminate liability does not arise.,UNCAT,0.993886054
Each case must be looked at on its own facts.,UNCAT,0.999999046
"Indeed, in the Australian High Court decision of Sutherland ([36] supra), Mason J (as he then was) said (at 32):",UNCAT,0.812548399
"The proposition that, in general, damages are not recoverable for economic loss unless it is consequential upon injury to the plaintiff’s personal property is by no means absolute or inflexible; it is a reflection of the law’s concern about endless indeterminate liability.",UNCAT,0.750460744
"In the absence of any such concern in a particular class of case, there is no necessity to give effect to the proposition. [",UNCAT,0.778460383
emphasis added],UNCAT,1
"As Mason CJ, he reiterated this point in Bryan v Maloney ([60] supra).",UNCAT,0.997751892
"Mason CJ, when delivering the majority judgment (at 380), said:",UNCAT,0.499305785
[T]he policy considerations underlying the reluctance of the courts to recognise a relationship of proximity and a consequent duty of care in cases of mere economic loss are inapplicable to a relationship of the kind which existed between [the parties in this case] … [T]here is no basis for thinking that recognition of a relationship of proximity between builder and first owner with respect to that particular kind of economic loss would give rise to the type of liability “in an indeterminate amount for an indeterminate time to an indeterminate class” which the courts are reluctant to recognise.,UNCAT,0.721278906
"69     We respectfully agree that there is no justification for a general exclusionary rule against recovery of all economic losses and indeed, this is already the position the Singapore courts have taken, following Ocean Front.",UNCAT,0.753778338
"In this connection, we would also note that the Singapore cases which have allowed claims for pure economic losses have all been related to the economic value of the land.",UNCAT,0.993727446
"Indeed, for the condominium cases, as we have considered above at [51], the common property was intended to be for the enjoyment of the condominium owners and, by purchasing the condominium units, each owner was also effectively purchasing a share of the common property, as contemplated by the statutory regime on strata titles.",AXIOM,0.357760608
"For this reason, the MC may be regarded as the alter ego of the owners of the condominium units.",UNCAT,0.991576493
"Without the artificial but necessary interposition of the MC, there would have been a direct contractual relationship between the developers and the condominium owners.",UNCAT,0.997241735
This very close relationship between the developers and the MC alleviates any fear of indeterminate liability owing to the nature of pure economic losses.,UNCAT,0.985690892
"Although the Singapore decisions on pure economic loss have been largely restricted to such situations, we are of the view that there is no reason not to extend liability for pure economic loss to other situations, provided that the issues of indeterminate liability and policy can be adequately dealt with.",UNCAT,0.925753593
"In this connection, the incremental approach would provide a necessary safeguard against the unintended consequence of indeterminate liability as well as discourage arbitrariness in determining liability.",LEGAL_TEST,0.825819194
"70     However, the question then is whether we should continue to adopt a different test for cases of pure economic loss, as distinguished from cases of physical damage.",LEGAL_TEST,0.642558157
"In our opinion, quite apart from the doctrinal untidiness of having two applicable tests, depending on the nature of the damage (ie, the “two-stage process” in Ocean Front for cases of pure economic loss and the three-stage test in Caparo for cases of physical damage), this approach does not, in fact, address the concerns which prompted the more restrictive approach for some, but not all, cases of pure economic loss.",LEGAL_TEST,0.531476915
"71     As such, in our view, a single test is preferable in order to determine the imposition of a duty of care in all claims arising out of negligence, irrespective of the type of the damages claimed, and this should include claims for pure economic loss, whether they arise from negligent misstatements or acts/omissions.",ISSUE,0.298301965
"In cases of physical damage, there is usually no difficulty with regard to a control mechanism to prevent indeterminate liability.",UNCAT,0.986249268
"However, the adoption of a single test would serve to constrain liability even in those extremely rare cases where physical damage might possibly result in indeterminate liability.",UNCAT,0.760269642
"It may well be that there are policy considerations in restricting recovery for pure economic loss in certain situations, but this in itself does not make it necessary for a wholly different approach in the form of a separate test altogether.",UNCAT,0.522309184
"72     Ultimately, a single test to determine the existence of a duty of care for all claims of negligence would do well to eliminate the perception that there are, at once, two or more tests which are equally applicable.",UNCAT,0.517650604
"While it may be that all these tests could yield the same result, their serial applicability diminishes the desirability of having a general principle that can provide a coherent, consistent and reliable way of determining or recognising a duty of care.",UNCAT,0.85690999
We now turn our attention to considering what the single applicable test may be.,UNCAT,0.87757951
The applicable test in Singapore,LEGAL_TEST,0.983377695
"73     In our view, a coherent and workable test can be fashioned out of the basic two-stage test premised on proximity and policy considerations, if its application is preceded by a preliminary requirement of factual foreseeability.",LEGAL_TEST,0.883215785
"We would add that this test is to be applied incrementally, in the sense that when applying the test in each stage, it would be desirable to refer to decided cases in analogous situations to see how the courts have reached their conclusions in terms of proximity and/or policy.",LEGAL_TEST,0.82383126
"As is obvious, the existence of analogous precedents, which determines the current limits of liability, would make it easier for the later court to determine whether or not to extend its limits.",UNCAT,0.932551682
"However, the absence of a factual precedent, which implies the presence of a novel situation, should not preclude the court from extending liability where it is just and fair to do so, taking into account the relevant policy consideration against indeterminate liability against a tortfeasor.",CONCLUSION,0.545755267
"We would admit at this juncture that this is basically a restatement of the two-stage test in Anns, tempered by the preliminary requirement of factual foreseeability.",LEGAL_TEST,0.832569838
"Indeed, we should point out that this is the test applied in substance by many jurisdictions in the Commonwealth: see, for example, the Canadian case of Cooper v Hobart (2001) 206 DLR (4th) 193; the New Zealand case of Rolls-Royce New Zealand Ltd v Carter Holt Harvey Ltd [2005] 1 NZLR 324; and the general summary provided in Phang, Saw & Chan ([26] supra) at 9–28.",AXIOM,0.448534936
74     We now set out in detail the various elements in the approach outlined above.,UNCAT,0.999823868
We will also illustrate how this approach is to be applied practically when we apply it to the facts of the present case.,UNCAT,0.998401821
Factual foreseeability,UNCAT,1
"75     As we mentioned earlier (see [34] above), there is some controversy in relation to the interpretation of the first stage of Lord Wilberforce’s test in Anns, ie, whether it refers to mere factual foreseeability or legal foreseeability or proximity.",LEGAL_TEST,0.754922807
"In our view, factual foreseeability is too wide a criterion to be effective as a legal control mechanism if all that it means is that the defendant ought to have known that the claimant would suffer damage from his (the defendant’s) carelessness.",UNCAT,0.787065446
"If this is the approach to be adopted, it would be fulfilled in almost all cases, because the two parties are likely to be in some degree of physical relationship in the relevant case.",UNCAT,0.955121517
As Phang J said in Sunny Metal ([49] supra) at [55]:,UNCAT,0.999845266
"… The first part of the ‘three-part test’ (relating to ‘foreseeability’) is, in effect, a reference to the factual conception of reasonable foreseeability or proximity.",UNCAT,0.627891004
"It is, in other words, what I have earlier termed … as ‘reasonable foreseeability’.",UNCAT,0.898328543
"Although this consideration has been incorporated as an element within the ‘three-part test’ itself, its incorporation is, with respect, unnecessary.",ISSUE,0.598737299
"As I have already pointed out above … the requirement of reasonable foreseeability from a factual perspective will almost always be satisfied, simply because of its very nature and the very wide nature of the ‘net’ it necessarily casts.",UNCAT,0.927613795
There is therefore no practical need to include such a factual element within a legal formulation such as exists with regard to the existence (or otherwise) of a duty of care. …,UNCAT,0.975987673
This is not to state that this last-mentioned (factual) element is to be discarded.,UNCAT,0.998891413
"As I have already mentioned, it will almost always be satisfied. … [",UNCAT,0.999959111
emphasis in original],UNCAT,1
"76     However, that is not to say that it is not a necessary element in any claim in negligence, just that it is a threshold question which the court must be satisfied is fulfilled, failing which the claim does not even take off.",UNCAT,0.524679303
"Indeed, as the Privy Council said in Yuen Kun Yeu ([37] supra) at 191–192:",AXIOM,0.621768951
"Further, the expression of the first stage of the test [in Anns] carries with it a risk of misinterpretation.",LEGAL_TEST,0.454006732
"As Gibbs C.J. pointed out in Council of the Shire of Sutherland v Heyman, 59 A.L.J.R. 564, 570, there are two possible views of what Lord Wilberforce meant.",AXIOM,0.509932995
"The first view, favoured in a number of cases mentioned by Gibbs C.J., is that he meant to test the sufficiency of proximity simply by the reasonable contemplation of likely harm.",UNCAT,0.559025109
"The second view, favoured by Gibbs C.J. himself, is that Lord Wilberforce meant the expression “proximity or neighbourhood” to be a composite one, importing the whole concept of necessary relationship between plaintiff and defendant described by Lord Atkin in Donoghue v. Stevenson [1932] A.C. 562, 580.",AXIOM,0.521548152
In their Lordships’ opinion the second view is the correct one.,UNCAT,0.999812186
"As Lord Wilberforce himself observed in McLoughlin v. O’Brian [1983] 1 A.C. 410, 420, it is clear that foreseeability does not of itself, and automatically, lead to a duty of care.",CONCLUSION,0.947723866
There are many other statements to the same effect.,UNCAT,0.999997377
"The truth is that the trilogy of cases referred to by Lord Wilberforce in Anns v. Merton London Borough Council [1978] A.C. 728, 751, each demonstrate particular sets of circumstances, differing in character, which were adjudged to have the effect of bringing into being a relationship apt to give rise to a duty of care.",CONCLUSION,0.767156005
"Foreseeability of harm is a necessary ingredient of such a relationship, but it is not the only one.",UNCAT,0.843966782
"Otherwise there would be liability in negligence on the part of one who sees another about to walk over a cliff with his head in the air, and forbears to shout a warning.",UNCAT,0.948062003
Proximity,UNCAT,1
"77     The first stage of the test to be applied to determine the existence of a duty of care is that of proximity, ie, that there must be sufficient legal proximity between the claimant and defendant for a duty of care to arise.",LEGAL_TEST,0.805746853
"The focus here is necessarily on the closeness of the relationship between the parties themselves, as alluded to by Bingham LJ in the Court of Appeal stage of Caparo Industries Plc v Dickman [1989] QB 653, where he said (at 679) that while “[t]he content of the requirement of proximity, whatever language is used, is not … capable of precise definition” and “[t]he approach will vary according to the particular facts of the case, … the focus of the inquiry is on the closeness and directness of the relationship between the parties” [emphasis added]. Indeed, in Hedley Bryne ([44] supra) itself, the House of Lords used language which pointed to the relationship between the parties as being determinative of duty.",AXIOM,0.314805001
"78     Although Lord Keith in Yuen Kun Yeu referred (at 194) to the concept of “close and direct relations”, he did not clarify what the concept means.",UNCAT,0.962019622
"However, in the Australian High Court decision of Sutherland ([36] supra), Deane J has observed thus (at 55–56):",UNCAT,0.969005823
The requirement of proximity is directed to the relationship between the parties in so far as it is relevant to the allegedly negligent act or omission of the defendant and the loss or injury sustained by the plaintiff.,UNCAT,0.788234472
"It involves the notion of nearness or closeness and embraces physical proximity (in the sense of space and time) between the person or property of the plaintiff and the person or property of the defendant, circumstantial proximity such as an overriding relationship of employer and employee or of a professional man and his client and what may (perhaps loosely) be referred to as causal proximity in the sense of the closeness or directness of the causal connection or relationship between the particular act or course of conduct and the loss or injury sustained.",LEGAL_TEST,0.322134674
"It may reflect an assumption by one party of a responsibility to take care to avoid or prevent injury, loss or damage to the person or property of another or reliance by one party upon such care being taken by the other in circumstances where the other party knew or ought to have known of that reliance.",UNCAT,0.673257887
Both the identity and the relative importance of the factors which are determinative of an issue of proximity are likely to vary in different categories of case.,UNCAT,0.838186145
That does not mean that there is scope for decision by reference to idiosyncratic notions of justice or morality or that it is a proper approach to treat the requirement of proximity as a question of fact to be resolved merely by reference to the relationship between the plaintiff and the defendant in the particular circumstances.,UNCAT,0.796288669
The requirement of a relationship of proximity serves as a touchstone and control of the categories of case in which the common law will adjudge that a duty of care is owed.,AXIOM,0.457993597
"Given the general circumstances of a case in a new or developing area of the law of negligence, the question what (if any) combination or combinations of factors will satisfy the requirement of proximity is a question of law to be resolved by the processes of legal reasoning, induction and deduction.",AXIOM,0.484183848
"On the other hand, the identification of the content of that requirement in such an area should not be either ostensibly or actually divorced from notions of what is “fair and reasonable” … or from the considerations of public policy which underlie and enlighten the existence and content of the requirement. [",UNCAT,0.931710601
emphasis added],UNCAT,1
"79     We respectfully agree with this analysis which merely unpacks “proximity or neighbourhood” as a composite idea, importing the whole concept of the necessary relationship between the claimant and the defendant described by Lord Atkin in Donoghue v Stevenson (at 580).",AXIOM,0.367874652
"However, in this regard, we also acknowledge that there are numerous judicial pronouncements on the difficulty (and indeed, redundancy) in defining “proximity”.",UNCAT,0.983262897
"Some of these examples have already been cited above and it suffices only to reproduce Lord Oliver of Aylmerton’s speech in Alcock v Chief Constable of South Yorkshire Police [1992] 1 AC 310, where he said (at 411):",LEGAL_TEST,0.814484894
"[I]n the end, it has to be accepted that the concept of “proximity” is an artificial one which depends more upon the court’s perception of what is the reasonable area for the imposition of liability than upon any logical process of analogical deduction.",AXIOM,0.519529641
"80     Notwithstanding these judicial views, we agree with Phang, Saw & Chan ([26] supra at 42) that these observations are “puzzling, to say the least”.",CONCLUSION,0.778631568
"If indeed the “proximity” concept is merely a label or an artificial exercise in judicial creativity, then one must ask why the concept is still resorted to or utilised in the various tests.",LEGAL_TEST,0.621521473
Its very presence suggests that it has some substantive content that is capable of being expressed in terms of legal principles.,UNCAT,0.876870334
"Rather than denouncing it as a mere “label”, the courts should strive to infuse some meaning into it, if only so that lawyers who advise litigants and even law teachers can make some sense of the judicial formulations.",UNCAT,0.959016025
"81     In our view, Deane J’s analysis in Sutherland, that proximity includes physical, circumstantial as well as causal proximity, does provide substance to the concept since it includes the twin criteria of voluntary assumption of responsibility and reliance, where the facts support them, as essential factors in meeting the test of proximity.",LEGAL_TEST,0.893210709
"Where A voluntarily assumes responsibility for his acts or omissions towards B, and B relies on it, it is only fair and just that the law should hold A liable for negligence in causing economic loss or physical damage to B: see Phang, Saw & Chan at 47, where the authors wrote:",UNCAT,0.365270853
"[B]oth perspectives are, at bottom, two different (yet inextricably connected) sides of the same coin and ought therefore to be viewed in an integrated and holistic fashion. [",UNCAT,0.99851352
emphasis in original],UNCAT,1
"82     We only need to add, further, that in determining proximity as expounded by Deane J in Sutherland, the court should apply these concepts first by analogising the facts of the case for decision with those of decided cases, if such exist, but should not be constrained from limiting liability in a deserving case only because it involves a novel fact situation.",UNCAT,0.611301303
Policy considerations,UNCAT,1
"83     Assuming a positive answer to the preliminary question of factual foreseeability and the first stage of the legal proximity test, a prima facie duty of care arises.",LEGAL_TEST,0.899344325
Policy considerations should then be applied to the factual matrix to determine whether or not to negate this duty.,UNCAT,0.999771297
"Among the relevant policy considerations would be, for example, the presence of a contractual matrix which has clearly defined the rights and liabilities of the parties and the relative bargaining positions of the parties.",UNCAT,0.919844747
84     We also recognise that the obvious objection to utilising policy as the overarching determinant of liability is its potential to result in arbitrary decisions.,UNCAT,0.955449879
"Although it is generally recognised that public policy is an unruly horse (per Burrough J in Richardson v Mellish (1824) 2 Bing 229 at 252; 130 ER 294 at 303), it cannot be completely ignored.",LEGAL_TEST,0.465174496
The danger is not with judges deciding cases based on policy considerations but rather with judges deciding cases based solely on them.,UNCAT,0.999067247
"We agree with Prof Tan ([29] supra at 228) that “[t]he truth lies somewhere in between pure principle-based decisions and policy-based decisions” and that “[i]t is obviously impossible to decide cases in vacuo, exclusive of the interests and the context of the community for which the decisions are made”.",UNCAT,0.674428642
"In our view, it is inescapable that some measure of public policy must be considered but it must not be the sole determinant.",UNCAT,0.999045312
"85     We would also caution that when applying policy considerations to negate the imposition of a duty of care, the courts must be careful to differentiate such considerations from the requirement of proximity in the first stage of the test we have articulated.",UNCAT,0.948435366
"The courts must, as far as possible, avoid giving the impression that there remain “unexpressed motives” behind their finding for or against a duty.",UNCAT,0.998323262
"The courts must also not have litigants believe, as J A Smillie put it in “The Foundation of the Duty of Care in Negligence” (1989) 15 Monash U L Rev 302 at 302, that “none of [the tests articulated by the courts] is truly explanatory of judges’ reasoning or provides a helpful framework for analysis of the duty question”.",UNCAT,0.828326702
"If there is truly a pertinent and relevant policy consideration involving value judgments which reflect differential weighing and balancing of competing moral claims and broad social welfare goals, we feel that it would be better if the courts were to articulate these concerns under the requirement of policy considerations, rather than subsume these concerns within the proximity requirement, which may then lead to an overall distortion of the legal test to determine the existence of a duty of care.",LEGAL_TEST,0.391317517
"In this respect, we agree with Nicholas J Mullany when he notes in “Proximity, Policy and Procrastination” (1992) 9 Aust Bar Rev 80 at 83 that:",CONCLUSION,0.702704668
"Judges should openly express the true premises of their decisions and, if recovery is considered to be undeserved, in the light of greater moral, social, economic, administrative or philosophical public perceptions, then these reasons and not others inherently uncertain in nature, should be expressed as the true foundation for denial of recovery.",UNCAT,0.923829973
"86     With these general propositions in mind, we turn now to the facts of the present case.",UNCAT,0.962279081
Duty of care in the present case,UNCAT,0.997714639
Foreseeability of damage,UNCAT,1
The parties’ arguments,UNCAT,1
"87     Adopting the test which we have set out, the threshold issue was the foreseeability of damage to the appellant.",LEGAL_TEST,0.879012346
"In this respect, it contended that the respondent’s responsibility under the PSSCOC, as the SO, included certification responsibilities under cl 32.",UNCAT,0.464662701
"Given that payment to the appellant under the PSSCOC structure was entirely dependent on the issuance of payment certificates certified by the respondent, the appellant submitted that it must have been foreseeable to the respondent that any negligence in its certification would deprive the appellant of moneys he would otherwise have been entitled to.",UNCAT,0.982102156
"88     In response, the respondent contended that the appellant had not even crossed the low threshold of reasonable foreseeability as it was not even able to show that the damage allegedly suffered by it could have been foreseeable.",UNCAT,0.892037272
"In particular, it was argued that the appellant was in effect saying that the alleged under-certification led to its financial difficulties and these difficulties led to the need for it to novate the Contract.",UNCAT,0.973573267
"If it had not novated the Contract, it might still have been able to recover the amounts under-certified.",UNCAT,0.99897027
"In other words, the appellant had relied on the correctness of the interim certificates issued by the respondent in deciding to enter into the novation agreement.",UNCAT,0.995468736
"However, the respondent contended that it could not have reasonably foreseen that the appellant would rely on the said certificates for the novation given that the appellant had since 29 September 2000 been challenging the correctness of the respondent’s certifications.",UNCAT,0.980836272
Our decision,UNCAT,1
89     We rejected the respondent’s submission that this factual requirement was not satisfied because the respondent could not have foreseen (essentially) the kind of losses suffered by the appellant.,UNCAT,0.996192932
"This is because the test envisaged by the respondent (ie, foreseeability of the kind of losses) is properly the test for the remoteness of damages in tort, and is not the test for factual foreseeability in relation to the duty of care: see Ho Soo Fong v Standard Chartered Bank [2007] 2 SLR(R) 181.",LEGAL_TEST,0.850258946
"As such, the factual requirement of foreseeability was satisfied in this case because, as the appellant rightly pointed out, it must have been foreseeable to the respondent that any negligence in its certification would directly deprive the contractor of moneys he would otherwise have been entitled to, and that if it had been paid the correct amounts, it might not have got into financial difficulties.",UNCAT,0.972101629
Proximity,UNCAT,1
The parties’ arguments,UNCAT,1
"90     The issue of proximity obviously formed the main focus of contention between the parties, dominant as its role is in the determination of the existence of a duty of care (see [77] above).",LEGAL_TEST,0.432519704
We therefore consider it useful to provide a closer analysis of the parties’ arguments.,UNCAT,0.998526335
(1)   The appellant’s arguments,UNCAT,0.999958158
